date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:55:21	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d7929fe-1538f%22	https://mykeinstein.github.io/toluwade/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://mykeinstein.github.io/toluwade/ToluWade/index.html)
18:55:22	109105/109105	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d7929fe-1aa31%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/js/jquery.fullPage.js	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/js/jquery.fullPage.js	(from https://mykeinstein.github.io/toluwade/ToluWade/index.html)
18:55:23	14420/14420	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d7929fe-3854%22	https://mykeinstein.github.io/toluwade/cdnjs.cloudflare.com/ajax/libs/animejs/2.2.0/anime.min.js	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/cdnjs.cloudflare.com/ajax/libs/animejs/2.2.0/anime.min.js	(from https://mykeinstein.github.io/toluwade/ToluWade/index.html)
18:55:24	96610/96610	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d7929fe-17962%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/js/parallax.js	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/js/parallax.js	(from https://mykeinstein.github.io/toluwade/ToluWade/index.html)
18:55:26	13135/13135	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d7929fe-334f%22	https://mykeinstein.github.io/toluwade/cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	(from https://mykeinstein.github.io/toluwade/ToluWade/index.html)
18:55:26	8552/8552	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d7929fe-2168%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/js/common.min.js	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/js/common.min.js	(from https://mykeinstein.github.io/toluwade/ToluWade/index.html)
18:55:28	48536/48536	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d7929fe-bd98%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Med.eot	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Med.eot	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:28	60400/60400	---M--	200	added ('OK')	font/woff	etag:%225d7929fe-ebf0%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Med.woff	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Med.woff	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:28	48626/48626	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d7929fe-bdf2%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Boo.eot	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Boo.eot	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:29	45564/45564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d7929fe-b1fc%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Bol.eot	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Bol.eot	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:30	62160/62160	---M--	200	added ('OK')	font/woff	etag:%225d7929fe-f2d0%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Boo.woff	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Boo.woff	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:30	54912/54912	---M--	200	added ('OK')	font/woff	etag:%225d7929fe-d680%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Bol.woff	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Bol.woff	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:31	46581/46581	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d7929fe-b5f5%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Dem.eot	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Dem.eot	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:31	56964/56964	---M--	200	added ('OK')	font/woff	etag:%225d7929fe-de84%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Dem.woff	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/font/Futura-Dem.woff	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:33	64373/64373	---M--	200	added ('OK')	image/jpeg	etag:%225d7929fe-fb75%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/about.jpg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/about.jpg	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:33	189482/189482	---M--	200	added ('OK')	image/jpeg	etag:%225d7929fe-2e42a%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/reile.jpg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/reile.jpg	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:33	129690/129690	---M--	200	added ('OK')	image/jpeg	etag:%225d7929fe-1fa9a%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/contact.jpg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/contact.jpg	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:34	5383/5383	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-1507%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/moonlight.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/moonlight.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:35	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_black_left.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_black_left.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:36	207401/207401	---M--	200	added ('OK')	image/jpeg	etag:%225d7929fe-32a29%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/Perspective.jpg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/Perspective.jpg	(from https://mykeinstein.github.io/toluwade/ToluWade/assets/css/common.css)
18:55:36	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_black_right.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_black_right.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:37	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_silver_left.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_silver_left.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:38	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_silver_right.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_silver_right.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:38	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_white_left.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_white_left.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:39	11990/11990	---M--	200	added ('OK')	image/png	etag:%225d7929fe-2ed6%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_white_right.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_white_right.png	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:39	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_green_left.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_green_left.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:40	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_green_right.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_green_right.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:40	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_black_left%402x.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_black_left@2x.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:42	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_black_right%402x.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_black_right@2x.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:43	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_silver_left%402x.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_silver_left@2x.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:43	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_silver_right%402x.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_silver_right@2x.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:44	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_white_left%402x.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_white_left@2x.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:44	22194/22194	---M--	200	added ('OK')	image/png	etag:%225d7929fe-56b2%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_white_right%402x.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_white_right@2x.png	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:45	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_green_left%402x.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_green_left@2x.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:45	2636/2636	---M-Z	200	added ('OK')	text/html	etag:W/%225d7929fe-a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_green_right%402x.html	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/ribbons/awwwards_honorable_green_right@2x.html	(from https://mykeinstein.github.io/toluwade/ToluWade/awwwards.css)
18:55:46	123361/123361	---M--	200	added ('OK')	image/jpeg	etag:%225d7929fe-1e1e1%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/reile_top.jpg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/reile_top.jpg	(from https://mykeinstein.github.io/toluwade/ToluWade/reile.html)
18:55:47	77287/77287	---M--	200	added ('OK')	image/jpeg	etag:%225d7929fe-12de7%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/portrait.jpg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/portrait.jpg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:47	121494/121494	---M--	200	added ('OK')	image/jpeg	etag:%225d7929fe-1da96%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/reile_about.jpg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/reile_about.jpg	(from https://mykeinstein.github.io/toluwade/ToluWade/reile.html)
18:55:47	238144/238144	---M--	200	added ('OK')	image/png	etag:%225d7929fe-3a240%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/mockup.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/mockup.png	(from https://mykeinstein.github.io/toluwade/ToluWade/reile.html)
18:55:47	7975/7975	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-1f27%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/design-skills.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/design-skills.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:48	10613/10613	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-2975%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/tech.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/tech.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:48	8478/8478	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-211e%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/book-open.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/book-open.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:49	5010/5010	---M--	200	added ('OK')	image/png	etag:%225d7929fe-1392%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/CEH-logo.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/CEH-logo.png	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:49	1124/1124	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-464%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/sketch.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/sketch.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:50	1051/1051	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-41b%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/abstract.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/abstract.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:51	3341/3341	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-d0d%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/ps.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/ps.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:51	41615/41615	---M--	200	added ('OK')	image/png	etag:%225d7929fe-a28f%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/pyt.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/pyt.png	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:53	3641/3641	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-e39%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/html.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/html.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:54	35404/35404	---M--	200	added ('OK')	image/png	etag:%225d7929fe-8a4c%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/Hacker%20Logo.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/Hacker%20Logo.png	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:54	2643/2643	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-a53%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/wp.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/wp.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:54	498031/498031	---M--	200	added ('OK')	image/png	etag:%225d7929fe-7996f%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/lin.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/lin.png	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:54	7583/7583	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-1d9f%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/sass.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/sass.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:54	282842/282842	---M--	200	added ('OK')	image/png	etag:%225d7929fe-450da%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/wix.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/wix.png	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:55	1520/1520	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225d7929fe-5f0%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/js.svg	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/js.svg	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:56	1848/1848	---M--	200	added ('OK')	image/png	etag:%225d7929fe-738%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/hone.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/hone.png	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
18:55:58	307936/307936	---M--	200	added ('OK')	image/png	etag:%225d7929fe-4b2e0%22	https://mykeinstein.github.io/toluwade/ToluWade/assets/img/hfh.png	C:/My%20Web%20Sites/krish/mykeinstein.github.io/toluwade/ToluWade/assets/img/hfh.png	(from https://mykeinstein.github.io/toluwade/ToluWade/about.html)
